km_since_last_service,days_since_service,vehicle_age_years,past_emergency_repairs,cumulative_cost_inr,avg_daily_km,critical_sensor_pressure_ratio,failure_next_30_days
13578.1,17,3.3,2,143150.87,346.7,1.109,0
20730.6,76,5.8,1,184794.79,123.6,0.997,0
10774.0,145,9.9,3,318322.26,271.2,1.082,1
5431.5,88,2.9,1,107339.4,175.0,1.003,0
1675.3,122,3.2,1,118781.76,248.4,1.127,0
13737.0,101,3.2,1,120752.45,270.5,1.152,1
3200.8,90,8.1,0,228639.57,292.8,1.03,0
15331.5,80,5.6,1,184775.53,156.3,1.047,0
28063.1,133,4.5,0,132687.49,354.9,1.048,0
6718.4,68,8.6,1,251109.85,200.0,0.967,0
9356.6,38,3.7,0,121972.54,228.1,1.147,1
28966.6,177,4.5,0,133379.12,270.1,0.801,1
11578.9,125,1.7,0,53608.7,226.8,1.025,0
8063.2,15,2.1,1,86533.56,289.5,1.067,0
19082.1,96,2.2,0,69316.17,283.0,0.995,0
8348.9,14,4.1,2,159022.23,291.7,0.942,0
6422.7,29,5.7,1,191989.28,277.9,1.134,1
15194.9,103,1.0,3,103677.73,176.2,0.839,1
19958.3,173,2.7,0,92200.76,288.0,1.087,0
6391.9,256,2.6,1,104603.81,346.0,0.954,1
12160.1,208,3.3,1,129042.62,222.2,0.837,0
9613.7,20,2.5,1,105496.84,256.6,1.025,0
10588.5,224,2.8,1,111256.27,319.3,0.849,0
5468.7,133,9.9,0,265396.44,318.5,0.871,0
15869.9,140,6.4,1,187550.77,216.7,0.973,0
24724.9,52,7.9,0,206849.17,207.9,1.128,0
6293.7,109,8.4,0,225037.93,260.5,1.116,0
15862.3,104,7.0,0,206740.21,279.0,1.039,0
18831.5,108,7.3,1,216668.77,307.2,1.072,0
12106.6,121,6.7,1,210610.68,134.7,1.078,0
15474.8,79,6.8,0,193064.66,245.8,0.864,0
6791.4,68,9.4,1,276224.79,262.7,1.214,0
23943.0,85,2.7,1,106620.95,160.4,0.928,0
20044.8,161,3.5,3,154493.07,272.3,0.818,0
21347.2,139,1.8,1,90586.51,216.2,0.794,1
4835.4,155,8.5,2,276341.27,320.3,0.734,1
14351.2,104,5.0,3,203937.61,239.9,0.89,0
7127.4,40,9.2,0,253361.67,254.1,0.957,0
25099.2,53,4.7,1,157888.95,184.2,0.94,1
6384.2,138,5.0,1,161215.94,336.4,0.953,0
12400.3,165,5.0,3,203257.61,316.4,0.891,1
2278.9,151,6.5,4,255950.8,263.1,1.047,0
12362.1,85,7.9,1,232309.27,245.0,1.078,0
4875.8,94,4.2,0,126844.04,313.4,1.052,0
14781.8,87,6.7,2,227016.72,301.7,0.729,1
9792.0,25,2.8,1,109768.39,215.0,1.028,0
8506.5,36,6.0,2,207233.67,211.2,0.961,0
25457.2,118,5.9,1,183634.38,206.6,0.933,1
33931.3,65,9.0,1,262278.35,255.3,1.154,1
3888.5,13,9.1,0,243606.21,237.3,1.066,0
8682.3,88,5.4,0,149736.65,330.4,0.814,0
17324.7,39,1.2,1,63404.62,325.3,1.142,0
13384.0,35,8.6,0,236237.39,252.7,0.877,0
16779.4,24,1.0,0,49307.67,298.4,0.941,0
10232.1,46,5.3,0,153471.4,319.4,0.981,0
20517.2,9,1.2,0,54255.01,398.2,0.804,0
12080.2,39,4.2,0,124255.26,306.9,0.958,0
13850.7,119,6.7,0,191338.67,297.6,0.855,0
4879.9,101,4.3,0,131725.16,117.3,0.96,0
11350.6,152,9.3,0,253168.58,326.3,1.08,0
17432.5,107,6.8,0,179146.76,267.2,1.226,0
12949.6,7,6.8,1,210444.09,217.7,1.204,0
11656.5,64,4.4,1,142917.01,213.0,0.881,0
14361.1,60,1.3,0,51638.95,282.7,1.263,0
12039.4,36,7.6,2,255692.86,177.2,0.896,0
10442.5,24,7.4,0,208750.4,197.2,0.84,0
17744.0,114,5.8,1,179394.03,306.9,0.975,0
10002.8,76,4.7,1,159134.65,324.0,0.941,0
4664.7,32,5.8,1,183306.06,348.5,0.909,0
24811.2,22,7.7,1,226740.84,194.1,0.912,1
7269.7,135,7.4,1,220222.84,216.4,1.125,0
3744.1,120,6.9,3,250725.77,270.8,0.987,0
15401.9,122,9.1,1,267407.84,319.4,0.901,0
26598.8,117,6.5,2,211923.72,286.1,0.823,1
15614.9,117,1.1,2,86516.23,272.5,0.878,0
22834.3,109,6.6,0,182548.35,225.0,0.945,0
5914.8,50,6.5,1,199361.1,191.1,0.994,0
4712.2,116,1.6,1,83608.76,169.9,1.038,0
8662.3,84,4.8,0,145234.95,237.9,1.002,0
19661.6,40,6.9,2,228191.86,217.7,1.063,0
14812.2,77,7.3,2,242910.81,224.3,0.977,0
15453.1,165,9.0,1,263279.28,267.9,1.028,1
11652.3,94,8.6,1,249478.29,288.3,0.883,0
8770.0,102,2.0,1,78841.56,224.9,1.075,0
11970.6,34,6.5,1,204475.97,279.4,1.045,0
9788.3,42,6.4,0,184052.58,291.7,1.13,0
8386.4,84,3.7,1,137443.74,228.7,1.145,0
13599.3,69,2.7,1,100393.22,225.7,1.304,0
9214.7,62,2.8,1,107380.14,265.1,1.19,0
12696.0,34,2.6,0,77701.99,201.0,1.044,0
2495.2,41,8.3,2,265091.05,417.5,1.17,0
12077.7,23,2.3,0,77919.5,277.9,1.208,0
9178.8,53,3.4,0,104377.95,193.2,0.933,0
23527.8,69,3.0,1,121518.5,286.6,0.878,0
3618.2,73,7.4,0,206402.22,232.1,0.811,0
11546.3,161,2.4,1,106293.7,317.1,0.992,0
17553.2,12,1.2,3,106772.59,278.2,0.87,0
10031.0,219,4.4,1,149063.37,285.7,1.221,0
8984.3,117,3.7,0,106459.57,97.5,0.75,0
17518.8,81,4.6,1,148602.87,276.7,0.936,0
14601.8,39,7.8,1,226782.29,354.2,1.139,0
15243.0,55,1.1,0,49254.22,353.7,1.016,0
8397.1,116,1.3,2,78589.28,386.4,1.097,0
7736.8,44,3.3,0,112831.97,344.1,0.875,0
12705.2,123,9.0,0,246534.52,257.6,0.826,0
18353.3,76,2.5,0,76454.81,316.3,1.076,0
4245.9,76,10.0,0,268020.06,257.9,1.059,0
10251.9,116,8.3,0,233503.87,295.8,1.088,0
7961.2,32,5.1,1,165411.14,317.4,0.985,0
11013.0,61,7.7,1,227965.53,265.2,1.208,0
16614.4,70,5.7,1,181474.99,316.3,1.022,0
6302.8,112,6.1,0,171744.07,227.1,1.092,0
15558.8,153,6.2,1,195068.69,301.0,1.054,0
8577.5,29,6.8,1,206774.27,272.8,0.758,1
20002.2,76,1.5,1,77076.18,230.5,1.058,0
6551.5,28,6.5,1,203057.44,317.8,1.082,0
18208.5,76,7.5,1,227314.42,174.9,1.116,1
4577.0,103,3.8,0,119596.59,243.6,0.916,0
12206.7,55,9.8,2,295458.77,260.5,1.118,0
15747.5,158,2.3,1,90398.33,348.1,0.848,0
6668.0,103,9.2,2,281444.66,252.7,1.04,0
1958.2,98,7.1,1,225969.54,253.0,0.93,0
8130.4,83,7.0,2,224765.54,326.3,0.849,0
11085.1,115,8.9,0,245483.93,267.3,0.878,0
8964.4,166,8.5,1,246096.06,212.9,1.131,0
7648.7,87,4.1,2,158216.05,404.5,1.127,0
17670.1,58,7.3,1,221788.5,315.2,0.927,0
21156.0,284,1.5,1,63392.62,240.9,0.979,1
20457.7,85,5.2,1,174267.47,252.2,0.84,0
14250.6,69,9.4,0,259508.37,192.3,1.126,0
15376.2,111,3.5,0,108163.9,275.6,1.121,0
5947.1,17,1.4,1,78545.21,316.1,0.83,0
10473.9,28,6.2,0,170283.82,152.0,0.779,0
11636.9,13,4.2,0,119206.73,272.6,1.214,0
12976.5,16,4.4,1,148450.88,173.6,1.093,0
12843.6,36,6.2,0,178358.31,240.9,1.025,0
11101.9,56,6.6,1,194759.42,269.5,0.927,0
14155.4,54,4.9,0,150028.04,271.3,0.933,0
12510.9,71,5.6,2,200480.86,403.0,1.002,1
12494.2,95,9.9,1,282528.97,277.3,1.151,1
6964.2,57,9.6,1,281735.24,226.2,0.916,0
5047.4,97,7.4,2,239074.14,203.3,1.13,0
13014.2,165,2.5,0,78935.26,226.3,0.908,0
8356.4,240,4.2,1,143829.32,282.4,0.823,0
7177.3,183,8.9,1,254883.37,154.3,0.999,0
15979.1,221,4.8,0,142645.01,187.5,1.088,0
10542.2,72,9.6,1,281620.71,277.6,1.11,0
22892.4,18,5.4,1,175712.94,248.9,0.867,0
15020.6,67,8.8,1,264122.73,288.3,1.18,0
6684.5,34,1.3,0,48469.42,211.8,0.877,0
16091.3,72,4.9,1,163499.75,224.4,1.045,0
13769.5,27,7.3,0,213139.56,324.6,0.855,0
6519.3,82,8.8,0,247165.26,299.3,1.039,0
7725.6,42,6.5,3,242499.35,168.9,0.978,0
15661.2,42,2.6,0,86902.13,154.9,0.972,0
3068.1,153,9.0,0,244853.83,197.8,1.103,0
2206.3,84,6.2,0,175486.67,224.7,1.085,0
12082.8,75,2.0,0,69775.32,316.3,1.08,0
11556.4,130,5.2,3,207354.43,185.2,0.746,0
12718.8,96,7.3,2,243072.66,304.2,0.994,0
11576.0,128,5.1,1,158086.35,237.5,1.163,0
14051.6,68,8.8,0,236538.62,251.5,0.938,0
21318.3,123,4.8,1,153646.55,233.7,1.191,1
10960.3,19,6.3,0,174033.93,280.0,1.115,0
4000.3,67,2.9,0,92163.43,319.4,0.949,0
2784.1,91,5.6,2,197591.98,216.8,0.964,0
8820.7,55,3.0,2,133618.61,326.4,0.753,0
8964.1,69,3.0,3,153679.28,310.8,1.003,0
4501.3,133,3.5,0,108990.75,242.9,0.882,0
1871.4,135,1.4,2,90267.95,221.0,0.812,0
8420.8,90,2.5,0,77559.5,344.1,1.182,0
26522.9,170,4.8,1,155836.6,243.5,0.904,1
13721.2,33,2.2,2,108006.83,248.1,1.239,0
13036.0,63,2.2,0,78885.4,285.3,0.784,0
9849.8,64,9.7,3,319514.64,306.3,0.794,0
8811.6,160,4.8,0,142259.22,340.8,1.052,0
14523.6,103,4.6,2,174500.41,291.4,1.081,0
4883.5,189,3.4,0,104306.19,268.8,1.255,0
30385.0,20,5.6,1,175461.32,274.0,0.92,1
5142.8,92,6.4,1,188625.99,185.7,0.979,0
15278.4,76,4.8,0,136878.12,241.8,1.155,0
5474.6,7,4.5,2,161850.52,201.2,0.961,0
11748.2,42,7.3,1,221752.61,309.6,1.042,0
16216.3,33,9.5,1,271618.52,221.0,0.791,0
3445.3,103,8.9,0,241508.37,328.3,1.139,0
5890.8,156,2.1,0,70494.12,231.2,1.366,0
6155.5,59,6.9,1,198631.48,219.8,0.906,0
9275.2,32,1.1,0,36877.6,215.7,1.343,0
12617.0,27,6.7,0,190550.76,174.6,1.141,0
26823.6,195,5.2,0,149823.32,209.9,1.122,1
7682.1,46,5.4,0,162405.49,215.7,1.028,0
25872.8,3,6.3,0,179832.18,319.2,1.017,0
13443.4,49,7.7,0,209448.31,242.6,1.064,0
5022.4,20,7.6,0,198900.94,248.5,1.034,0
9877.7,79,1.4,0,58972.58,235.7,0.719,0
4050.9,74,7.6,1,235851.42,322.1,1.032,0
8823.9,58,8.5,1,239684.66,270.3,1.224,0
8448.2,23,1.6,2,97031.89,204.9,1.079,0
11863.4,72,3.9,1,134580.21,181.4,0.824,0
15307.7,64,8.1,0,212287.55,228.9,0.955,0
10351.3,69,5.4,2,185596.28,332.6,1.156,0
5424.9,53,7.3,0,203209.57,251.1,1.056,1
22838.3,117,5.5,1,183361.22,329.8,1.154,0
27787.2,138,9.8,0,265599.08,363.2,1.065,1
9745.1,27,9.4,1,273939.33,377.1,1.147,1
13100.6,112,3.5,0,107756.71,240.7,1.079,0
9418.5,143,4.5,1,152981.86,209.2,1.034,0
11920.1,255,4.9,1,157672.91,306.9,1.089,1
12295.5,83,1.9,1,87613.22,193.8,0.706,0
4551.6,54,4.6,0,143933.16,260.9,0.914,0
8927.3,125,8.0,0,213916.11,206.2,1.105,1
19107.7,55,8.6,3,290240.73,234.6,0.8,0
18181.2,148,9.0,1,261210.86,254.0,1.135,1
8825.3,69,1.1,2,82376.44,232.2,1.015,0
12433.4,42,8.1,2,256236.87,304.3,0.881,0
9242.8,80,5.5,0,157561.05,274.3,1.014,1
15644.2,63,2.9,0,90578.37,201.5,0.877,0
3422.7,59,5.5,0,154425.01,206.8,1.093,0
14546.3,13,8.6,1,255653.22,221.0,1.165,0
23692.4,141,4.9,1,158942.91,337.7,0.993,0
6915.1,141,9.9,1,282901.72,303.9,1.2,0
21911.9,101,6.6,1,197798.86,140.7,1.099,1
12800.6,106,5.4,0,158843.63,278.1,1.081,0
10335.5,37,3.7,1,121957.86,410.8,1.073,0
8783.0,7,1.1,1,66581.23,278.9,0.949,0
22341.6,85,6.5,1,202624.93,255.2,1.013,1
9261.3,68,6.2,0,163021.0,222.0,1.024,1
25677.0,84,5.7,0,157237.01,200.2,1.01,0
24045.1,5,5.8,2,206762.04,275.9,0.949,0
8016.3,115,8.6,1,262994.4,139.0,0.96,1
9688.1,37,3.9,0,112475.04,219.6,0.796,0
2665.4,31,6.0,0,164319.26,258.1,0.856,0
10541.0,207,7.1,0,194385.25,326.4,0.947,0
11344.4,177,2.9,0,95151.66,168.5,0.84,0
20251.7,13,9.3,0,253532.55,233.7,1.046,0
24770.2,44,7.6,1,229830.35,297.5,1.17,0
16488.1,59,1.5,1,78986.64,248.4,0.942,0
19326.7,164,8.8,0,247777.8,337.7,1.142,0
9683.3,121,9.4,0,244586.05,292.8,1.16,0
4758.5,24,8.1,0,226819.38,211.4,0.835,0
12786.6,79,4.8,1,164672.41,261.6,1.0,0
20060.7,59,9.9,0,271746.03,211.5,0.832,0
1220.2,61,2.1,0,71148.63,255.2,0.697,0
11668.5,46,5.8,1,189800.46,270.6,1.053,0
2968.2,60,2.5,0,81147.75,300.3,0.845,0
6551.2,112,5.0,0,144989.44,272.5,0.754,0
11946.9,65,9.3,1,265858.04,189.1,1.019,0
24995.6,69,8.1,1,240833.68,142.1,0.948,0
10978.6,121,8.0,1,245288.28,291.3,0.957,0
15878.1,97,4.2,1,147998.96,133.7,1.043,0
12713.6,122,9.4,0,258004.9,269.9,1.147,0
6815.6,37,4.3,1,158164.49,203.2,0.995,1
14191.6,75,1.4,1,76342.89,257.8,1.067,0
4667.3,73,6.7,0,186257.42,250.1,0.985,0
10883.8,66,4.3,1,146173.09,277.3,0.945,0
22105.5,57,2.4,1,98518.31,259.4,1.066,0
12145.6,174,9.4,1,270029.23,299.5,0.889,1
12716.8,53,6.7,0,188618.67,274.2,0.967,0
8815.8,147,9.5,0,257406.11,325.8,0.777,0
3611.7,225,6.2,0,181127.12,229.2,0.789,1
9453.0,31,1.6,3,119781.47,194.0,1.033,0
17662.3,23,1.3,2,81437.36,274.7,1.124,0
13669.9,11,9.1,1,267828.22,253.3,0.98,0
4862.4,146,1.3,0,55028.89,281.3,1.015,0
2847.6,149,6.5,0,189270.83,255.2,1.16,0
6763.3,33,3.7,1,127098.1,320.6,1.037,0
9512.1,123,7.2,0,198241.05,287.3,1.079,0
9933.3,41,3.6,0,110414.47,186.2,0.967,0
10013.5,77,1.3,2,90902.52,234.7,0.973,0
10913.8,140,7.6,1,231014.97,268.8,0.781,0
13933.9,97,3.8,1,138420.67,234.8,1.231,0
8444.1,38,6.0,1,185859.21,222.2,1.089,0
5816.6,80,8.0,1,232641.84,335.9,0.8,0
14868.0,57,7.3,0,198415.9,304.5,0.994,0
17902.7,122,4.1,1,148364.1,214.9,1.204,0
7614.5,96,7.7,3,262339.94,313.0,0.953,0
30501.5,95,9.3,0,258273.47,307.1,1.165,0
24251.1,36,6.5,2,207785.87,294.9,1.373,0
5110.1,35,7.3,0,206419.05,168.0,0.99,0
3015.5,84,8.8,0,239285.07,269.0,0.874,0
9767.8,133,8.6,1,256801.23,200.5,0.83,0
12765.8,196,4.2,1,140943.03,247.7,1.124,0
30252.4,16,9.9,1,285570.53,327.4,1.004,1
29687.4,77,1.3,0,52457.55,235.9,0.884,0
15899.9,141,9.9,0,261381.82,250.4,1.015,0
8553.9,115,3.2,0,101070.58,175.0,1.015,0
20748.8,93,5.0,1,162417.62,268.1,1.21,0
11715.1,139,9.0,2,288152.74,343.9,1.195,0
4361.4,34,3.2,1,122430.95,384.4,0.898,0
4482.5,117,3.0,1,117579.71,314.8,1.056,0
8590.2,145,6.8,0,190891.33,234.6,0.934,0
18831.5,29,7.3,4,279888.64,288.1,0.897,1
5416.2,96,1.1,3,92714.48,231.9,1.071,0
8578.3,123,5.1,0,150901.43,269.6,0.956,0
24133.5,130,5.4,0,151021.52,291.1,1.05,0
13656.1,15,3.4,0,99813.05,177.3,0.871,0
14597.2,47,5.9,0,167298.64,305.9,1.174,0
19217.7,6,2.4,0,82632.77,285.6,0.977,1
8690.0,173,3.9,0,131375.15,215.2,0.803,1
25052.2,59,7.4,0,195359.62,140.3,1.096,0
16174.3,34,8.9,1,256668.28,272.3,1.179,1
10132.6,31,6.3,1,196269.66,302.1,1.009,0
22429.8,49,1.7,1,77006.3,240.2,1.071,0
15767.3,145,7.1,0,210675.75,240.5,0.929,0
10759.1,37,9.1,0,249579.18,293.7,0.787,0
14847.6,187,5.5,3,211504.97,221.7,1.053,0
6182.3,24,5.4,0,149857.03,301.2,1.002,0
20790.6,265,9.9,1,283048.22,243.4,1.094,1
29965.6,50,6.7,0,191825.46,273.7,0.914,0
3490.2,190,8.3,1,241390.79,280.2,0.962,1
7558.4,173,6.8,1,211915.11,353.7,0.989,0
7152.7,172,3.0,0,97421.84,276.5,1.047,0
16759.7,72,3.6,1,128724.9,205.6,0.869,0
12376.4,27,7.0,2,233686.1,228.1,1.066,0
8310.2,89,5.1,1,169468.95,227.9,0.949,0
9127.6,41,4.6,1,153534.6,291.0,0.848,0
7828.7,173,1.2,2,84846.07,256.5,0.926,0
15573.1,86,9.0,3,297395.51,259.4,0.934,0
12256.4,77,9.0,1,254995.43,331.3,1.054,0
8853.1,43,5.1,1,172947.05,312.7,1.009,0
7920.0,55,7.3,1,212962.09,242.8,1.163,0
22650.4,110,2.6,1,93682.26,363.4,0.925,0
20492.6,98,5.5,2,203225.74,395.4,1.05,0
15677.5,123,4.9,2,184833.44,209.4,0.928,0
19274.1,130,6.9,0,192097.76,228.0,0.93,0
4393.3,137,5.2,2,194178.76,195.1,0.951,0
5381.7,30,5.5,1,172739.48,344.6,0.924,0
4979.3,101,3.7,2,152963.25,208.7,1.059,0
10960.5,96,1.4,1,72393.74,230.0,1.081,0
19634.9,23,9.3,0,254072.95,403.7,0.881,1
8385.8,105,1.1,2,84000.76,317.2,0.829,0
21170.6,171,3.5,1,118440.76,244.2,1.092,0
7547.8,107,5.0,0,142411.22,258.2,1.067,0
10057.2,25,3.9,0,114897.3,153.8,1.189,0
8325.0,41,6.0,0,170500.47,256.1,0.94,0
9587.1,92,5.2,0,148994.66,273.8,1.018,0
10240.6,36,3.3,0,93854.23,195.5,1.003,0
2944.3,112,1.8,0,60691.81,273.5,1.132,0
13435.2,78,2.2,2,118312.88,383.1,1.106,0
10094.5,135,5.4,0,152947.67,348.3,0.983,0
25021.3,62,8.6,0,228399.89,354.7,1.016,0
15234.6,93,1.9,1,90763.58,242.3,0.982,0
13094.1,46,7.1,1,214332.25,236.7,0.724,0
24190.0,235,8.1,1,245737.51,295.1,0.952,1
22826.4,76,3.5,0,103791.44,227.8,0.88,0
25648.0,29,7.0,0,191253.91,302.5,0.867,1
7849.4,148,7.2,0,195056.7,318.4,1.099,0
4892.4,61,7.4,1,222877.23,391.5,0.865,0
2956.6,143,9.0,1,273604.16,181.2,0.993,0
19124.8,62,4.6,1,150558.86,323.2,0.965,0
2589.3,35,3.2,1,118834.95,231.2,0.898,0
12364.7,75,5.9,0,177666.95,351.1,1.024,0
3718.1,27,1.6,2,95323.99,282.1,1.211,1
20715.5,60,4.0,0,114733.28,268.9,0.846,0
14539.9,131,8.9,1,261354.43,317.6,1.204,0
20648.0,103,5.8,0,165957.49,319.0,0.942,1
12522.4,84,4.9,3,192074.17,238.0,1.311,0
5801.1,61,3.4,0,102581.73,266.5,0.962,0
8187.5,179,3.3,1,115349.06,224.5,0.992,0
18050.5,85,3.1,0,108637.71,269.3,0.697,0
3469.7,46,8.5,1,243022.17,316.7,1.171,0
7767.3,129,9.9,1,281540.48,353.0,0.949,0
7072.7,109,5.8,2,193678.38,150.4,0.917,1
10325.8,41,1.7,0,59105.85,329.2,1.117,0
15529.9,158,7.8,1,230718.67,305.8,1.28,0
20349.8,87,8.9,1,263468.41,189.7,1.11,0
4185.3,94,9.4,1,276450.34,165.2,0.84,0
6074.2,165,6.7,0,184024.75,261.3,0.943,0
4544.6,25,5.6,0,161021.76,255.7,0.764,0
10578.7,43,6.6,1,192305.25,263.6,1.091,0
4947.7,166,1.1,0,48979.98,352.2,0.974,0
13372.5,40,6.9,0,189738.37,169.5,0.978,0
21924.0,77,7.4,0,203717.48,193.1,1.076,0
3038.5,181,7.5,0,212862.05,178.1,1.099,1
6218.2,33,6.1,2,206292.94,330.2,0.894,0
25800.8,13,7.3,0,205846.98,302.4,0.975,0
12162.6,29,6.7,0,179195.8,269.8,0.763,0
7853.0,77,2.0,3,125785.2,229.3,1.036,0
40892.9,65,9.1,0,255524.63,248.0,1.003,1
9106.5,60,6.6,1,201151.04,237.2,0.838,0
15176.7,56,7.6,1,221299.04,297.6,0.79,0
6402.6,40,4.1,0,125953.11,375.2,1.024,0
5658.8,58,9.3,1,273343.06,194.3,0.936,0
15698.2,100,5.5,0,160625.19,234.4,1.054,0
27117.8,122,7.1,0,187618.18,246.3,0.854,1
8075.6,107,9.6,2,291919.81,106.1,1.085,1
5373.1,57,9.2,0,247210.85,312.7,1.01,0
18938.8,66,6.8,1,207095.35,264.9,0.926,1
8126.6,132,2.5,2,112659.54,283.8,0.999,0
13480.5,131,9.6,0,262016.58,224.7,0.933,0
7920.6,222,9.9,2,304250.61,283.9,0.865,1
8784.1,61,1.9,1,96548.34,251.5,0.853,0
6052.1,28,5.1,0,149340.55,264.3,1.248,0
15940.8,81,5.9,0,164199.24,326.1,1.241,0
13716.4,111,1.8,0,62463.92,282.1,0.916,0
13436.2,137,2.7,1,111556.91,170.3,0.978,0
6849.8,52,5.8,1,173575.46,254.7,1.215,0
13019.1,90,9.7,0,255738.56,331.9,1.014,0
29185.8,119,1.3,0,53847.75,248.1,1.171,1
5398.6,76,9.2,1,271886.32,305.5,1.263,0
6433.6,65,9.1,1,264803.61,352.5,1.026,0
6668.6,101,8.7,1,254221.99,312.7,1.052,0
11538.5,12,4.4,1,145388.58,290.6,1.158,0
5120.7,62,5.4,0,151904.19,273.1,0.974,0
14551.6,244,4.6,2,170725.62,246.6,1.185,1
2783.4,97,9.5,0,267374.48,253.9,1.017,0
17060.1,248,5.7,0,150168.72,343.5,1.292,1
13292.1,85,1.7,0,58161.76,300.6,1.005,0
28809.9,158,3.5,0,115248.82,250.9,1.103,1
5573.9,56,5.2,2,189748.13,243.2,0.981,0
19372.4,62,9.6,0,252720.91,265.1,0.848,0
10113.4,48,6.1,0,172022.96,279.7,1.143,1
8912.5,150,7.3,1,223553.3,238.7,1.159,0
5388.6,39,1.8,0,70099.92,190.4,0.76,0
7994.9,17,8.9,1,255480.54,292.1,0.853,0
8227.8,139,5.9,1,180733.99,235.7,1.048,0
3736.6,36,9.3,0,247246.1,223.4,0.974,0
13209.6,127,5.0,0,143933.95,233.8,1.104,0
12206.8,65,7.1,0,200984.8,220.7,0.752,1
15141.2,326,5.2,0,157215.0,304.3,1.243,0
7337.0,222,2.3,0,70126.78,316.9,0.935,0
17433.9,379,3.4,3,165268.79,303.6,1.006,1
22581.6,33,1.6,0,61044.91,273.8,1.036,0
9339.5,76,5.0,0,142851.25,184.1,1.204,0
5652.5,17,6.8,1,221258.88,290.9,0.823,0
11181.5,104,3.2,2,144329.6,378.7,1.018,0
10870.9,36,5.4,1,164245.36,248.9,0.849,0
9644.5,79,5.1,0,156885.22,163.9,1.124,0
15161.6,9,5.8,0,165093.07,303.7,0.957,0
8642.5,10,2.7,1,97806.14,153.6,1.056,0
5347.6,40,5.8,0,171406.8,203.0,0.953,0
11803.7,45,4.3,1,151458.6,244.9,1.256,0
15587.5,179,3.6,0,109759.76,326.7,0.911,0
16332.6,58,6.3,0,179073.15,269.8,1.071,0
8288.7,112,2.3,2,114962.13,224.2,0.733,0
12815.4,15,9.1,2,283169.57,225.3,1.072,1
22933.4,94,9.4,0,263548.61,194.9,0.814,0
22822.7,90,6.9,0,192368.15,228.3,1.219,0
19693.0,123,3.7,0,119949.24,247.2,0.919,0
3560.0,87,6.6,0,188654.41,263.9,0.881,0
8692.5,235,6.4,1,192144.64,297.3,1.035,1
21985.0,60,4.5,2,168301.7,271.6,0.839,0
3544.2,38,3.6,2,145406.23,188.8,0.9,0
10344.0,127,2.5,0,80161.95,138.6,1.029,0
7258.7,96,3.0,1,109558.18,222.1,0.931,0
12978.4,39,6.9,0,195247.14,382.4,1.113,0
2065.2,113,9.0,0,248638.24,240.1,1.151,0
20803.3,152,4.5,0,134780.95,270.6,1.075,0
10652.1,98,2.1,2,109262.15,175.7,0.843,0
5103.1,87,1.1,1,63959.67,226.4,0.907,0
6605.9,24,4.7,0,134492.12,297.9,0.872,0
13245.0,59,3.1,0,98592.27,291.8,0.967,0
6267.6,37,3.9,2,157097.19,261.1,1.053,0
26625.0,115,3.2,0,107548.12,284.2,1.048,1
9904.0,25,7.0,0,196395.5,338.0,1.223,0
23930.3,27,6.7,2,228099.3,270.2,1.223,0
11815.9,34,9.2,0,242367.83,359.3,1.065,0
15939.1,43,7.3,4,265646.09,282.8,1.081,0
15391.2,31,2.5,0,78780.5,221.5,0.85,0
7854.4,57,7.8,2,252826.5,212.9,1.119,0
16053.9,61,2.6,4,155149.95,239.5,1.063,0
8298.1,141,6.0,1,177572.37,253.1,1.055,1
3295.3,38,1.7,0,61402.36,318.5,1.025,0
9369.0,44,1.4,0,64143.93,336.5,1.19,0
4599.1,110,5.2,1,173358.46,246.4,1.23,0
8115.9,125,1.9,1,79273.97,289.2,1.017,0
10440.1,83,3.8,1,131873.28,273.5,1.072,0
5769.9,109,4.0,2,155260.87,249.7,0.93,0
14748.1,16,7.9,0,216873.11,284.1,1.035,0
8235.9,132,4.0,0,122172.14,295.3,1.083,0
4501.3,73,5.4,0,154976.62,385.3,0.798,0
5833.3,112,8.0,2,261680.14,362.4,0.884,0
11386.1,89,2.8,1,101943.06,338.3,1.077,0
9116.2,56,8.2,0,229745.35,246.3,1.031,0
12691.2,98,8.5,0,237178.21,194.9,1.025,0
11434.6,50,9.9,0,266100.04,287.6,1.015,1
5469.1,263,5.0,0,146133.4,153.2,1.14,0
7145.6,22,4.3,2,175935.02,254.4,1.115,0
17352.9,130,7.3,1,221106.85,289.5,0.946,0
6111.5,94,1.5,3,116075.45,197.7,1.159,0
24248.1,75,1.4,1,76826.28,277.9,1.001,0
3820.4,43,4.0,1,132929.74,310.8,0.804,0
17030.4,97,7.6,0,221669.51,255.5,1.058,0
10001.6,74,2.0,3,123990.42,264.8,0.829,0
5493.3,20,6.7,0,187076.82,304.6,1.077,0
11195.0,115,3.4,1,126859.35,363.4,0.921,0
6247.0,99,6.9,1,210415.32,274.0,0.729,0
7448.5,38,5.1,0,146113.14,301.0,1.03,0
8363.0,145,2.0,1,92218.55,242.6,1.19,0
16268.3,139,3.2,1,112180.36,301.8,0.938,0
7079.0,29,3.0,0,102005.73,303.4,1.05,0
12240.1,99,2.5,0,83867.99,290.0,1.03,0
16627.8,124,5.2,3,207326.84,363.8,0.739,1
11012.4,24,9.6,2,294023.53,244.5,1.027,0
13355.8,13,6.9,2,226359.21,262.5,1.07,0
10403.6,63,8.5,0,227004.12,346.2,0.947,0
14571.3,51,9.8,1,287527.15,242.6,0.958,0
